cutoff_date,fraud_flag,trx_channel,trx_type,start_balance,trx_amt,hour_of_day,is_weekend,txn_txns_3d,txn_total_amount_3d,txn_avg_amount_3d,txn_max_amount_3d,txn_min_amount_3d,txn_unique_types_3d,txn_multi_channel_recent,txn_amount_deviation_from_avg,trx_channel_idx,trx_type_idx,features,rawPrediction,probability,prediction,fraud_probability
2025-07-01,0,NEW_JC_APP,Transfer(C2C),0.0,100.0,22,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,"(14,[1,2],[100.0,22.0])","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),102.58,11600.0,14,0,2,36000.0,18000.0,35000.0,1000.0,2,1,-0.35555555555555557,0.0,0.0,"[102.58,11600.0,14.0,0.0,2.0,36000.0,18000.0,35000.0,1000.0,2.0,1.0,-0.35555555555555557,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),3015.65,320.0,18,0,2,36000.0,18000.0,35000.0,1000.0,2,1,-0.9822222222222222,0.0,0.0,"[3015.65,320.0,18.0,0.0,2.0,36000.0,18000.0,35000.0,1000.0,2.0,1.0,-0.9822222222222222,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),10342.28,1400.0,21,0,1,5000.0,5000.0,5000.0,5000.0,1,0,-0.72,0.0,0.0,"[10342.28,1400.0,21.0,0.0,1.0,5000.0,5000.0,5000.0,5000.0,1.0,0.0,-0.72,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),5599.78,10000.0,8,0,3,13970.0,4656.666666666667,8000.0,2970.0,2,0,1.1474588403722261,0.0,0.0,"[5599.78,10000.0,8.0,0.0,3.0,13970.0,4656.666666666667,8000.0,2970.0,2.0,0.0,1.1474588403722261,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),46540.08,200.0,11,0,1,220.0,220.0,220.0,220.0,1,0,-0.09090909090909091,0.0,0.0,"[46540.08,200.0,11.0,0.0,1.0,220.0,220.0,220.0,220.0,1.0,0.0,-0.09090909090909091,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),32.62,14000.0,12,0,3,26620.0,8873.333333333334,25000.0,700.0,3,1,0.5777610818933132,0.0,0.0,"[32.62,14000.0,12.0,0.0,3.0,26620.0,8873.333333333334,25000.0,700.0,3.0,1.0,0.5777610818933132,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),59.01,1500.0,19,0,1,5350.0,5350.0,5350.0,5350.0,1,0,-0.719626168224299,0.0,0.0,"[59.01,1500.0,19.0,0.0,1.0,5350.0,5350.0,5350.0,5350.0,1.0,0.0,-0.719626168224299,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),0.0,1000.0,21,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,"(14,[1,2],[1000.0,21.0])","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),0.97,15350.0,11,0,1,510.0,510.0,510.0,510.0,1,0,29.098039215686274,0.0,0.0,"[0.97,15350.0,11.0,0.0,1.0,510.0,510.0,510.0,510.0,1.0,0.0,29.098039215686274,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),15.83,15000.0,12,0,1,510.0,510.0,510.0,510.0,1,0,28.41176470588235,0.0,0.0,"[15.83,15000.0,12.0,0.0,1.0,510.0,510.0,510.0,510.0,1.0,0.0,28.41176470588235,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),354.5,15000.0,12,0,1,510.0,510.0,510.0,510.0,1,0,28.41176470588235,0.0,0.0,"[354.5,15000.0,12.0,0.0,1.0,510.0,510.0,510.0,510.0,1.0,0.0,28.41176470588235,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),4078.19,2000.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,"(14,[0,1],[4078.19,2000.0])","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),2494.2,1500.0,18,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,"(14,[0,1,2],[2494.2,1500.0,18.0])","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),436.1,3500.0,18,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,"(14,[0,1,2],[436.1,3500.0,18.0])","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
